company_id,industry,company_size,mrr_usd,contract_type,tenure_months,active_users,api_calls_per_month,support_tickets_last_30d,feature_adoption_rate,last_login_days_ago,churn
390dbfab,Technology,9,284.47,Month-to-Month,41,2,87973,0,0.641,9,0
3a81cc47,Healthcare,436,4522.16,Month-to-Month,21,202,457,3,0.49,11,0
a60de933,Manufacturing,50,93.79,Month-to-Month,6,18,172689,4,0.61,1,0
c6920fa8,Technology,31,335.41,1 Year,28,15,23582,5,0.523,2,0
cc79b57a,Manufacturing,6,50.0,1 Year,30,1,45279,5,0.5,11,0
b732adb1,Healthcare,44,269.93,Month-to-Month,102,21,1746,3,0.468,2,0
ac5ffbcd,Manufacturing,5,208.48,Month-to-Month,19,1,61704,3,0.42,2,0
98637a63,Technology,31,50.0,Month-to-Month,8,14,39230,0,0.771,11,0
184f9ddb,Technology,1208,11477.61,Month-to-Month,28,422,161402,1,0.509,12,0
a5c46553,Healthcare,147,1721.36,Month-to-Month,94,71,27454,6,0.374,3,0
272a30c6,Technology,39,124.19,Month-to-Month,5,6,63983,1,0.518,20,1
7398b870,Manufacturing,155,1377.49,Month-to-Month,10,49,3856,1,0.494,18,0
af744ce5,E-commerce,24,50.0,1 Year,19,12,3335,3,0.521,9,0
93a07cfe,E-commerce,16,641.54,Month-to-Month,5,6,148804,3,0.743,17,1
7187e6c2,Manufacturing,703,7292.01,1 Year,1,161,14604,4,0.474,38,0
e22b363d,E-commerce,9,444.03,Month-to-Month,10,2,121745,0,0.524,28,1
43f9c989,E-commerce,32,513.66,1 Year,49,14,4585,3,0.729,1,0
79dc2e05,E-commerce,86,102.02,1 Year,2,27,50769,4,0.689,4,0
a7f7cf3e,Manufacturing,13,244.5,1 Year,14,6,40101,4,0.463,12,0
f33d4b84,Healthcare,144,1135.43,Month-to-Month,35,73,169332,3,0.793,0,0
e375172c,E-commerce,34,50.0,Month-to-Month,74,15,25876,1,0.782,1,0
15e23b03,E-commerce,147,1720.02,2 Year,102,73,2480,1,0.768,5,0
6a93400f,Technology,131,2139.25,Month-to-Month,14,45,32130,2,0.661,0,0
9ad24033,E-commerce,37,1116.67,Month-to-Month,73,20,86916,2,0.565,5,0
1cf721e9,Manufacturing,710,7411.07,2 Year,1,360,2694,1,0.385,4,0
d35cd3b4,Manufacturing,20,184.89,1 Year,33,7,1843,2,0.323,12,0
2e3bd4c3,Healthcare,412,4012.23,2 Year,25,97,86228,0,0.583,0,0
4df63eef,E-commerce,318,2727.75,Month-to-Month,7,51,86856,1,0.603,5,0
1bb4715d,Healthcare,777,7635.13,Month-to-Month,17,387,11155,0,0.548,32,0
baaca661,Finance,70,1154.26,Month-to-Month,4,16,53570,4,0.578,20,1
a12c7435,E-commerce,16,1071.57,1 Year,50,4,3321,0,0.873,12,0
6d590906,Manufacturing,1230,11891.76,Month-to-Month,11,550,72538,2,0.925,38,0
9ff337ac,Technology,33,50.0,Month-to-Month,24,8,18206,3,0.379,0,0
f0bf4687,Healthcare,16,50.0,1 Year,5,10,13101,7,0.658,2,0
4d6f7ae9,Healthcare,41,861.98,Month-to-Month,6,17,56604,1,0.61,1,0
93091372,E-commerce,12,1156.14,1 Year,116,6,121270,1,0.735,14,0
fa30b5c1,E-commerce,120,1855.02,Month-to-Month,34,60,2119,3,0.947,19,0
a40cd476,Finance,22,862.64,Month-to-Month,79,3,7758,3,1.0,10,0
94525c39,Technology,35,50.0,Month-to-Month,9,16,14767,5,0.744,2,0
366b15f3,Manufacturing,233,1919.31,1 Year,5,92,131413,4,0.608,1,0
a9104d67,E-commerce,139,728.1,Month-to-Month,17,54,104843,3,0.527,7,0
0f49faac,Technology,55,217.26,2 Year,17,21,118850,1,1.0,1,0
d531cdda,Finance,70,1157.05,1 Year,5,35,23770,1,0.447,1,0
8dd2266d,Technology,55,1362.24,1 Year,32,31,13174,2,0.765,8,0
90024a4e,E-commerce,28,452.76,2 Year,11,7,10638,2,0.547,1,0
c258c963,Healthcare,54,412.44,Month-to-Month,5,22,106833,2,0.332,24,1
fdc373c3,Manufacturing,114,606.64,1 Year,10,61,13147,3,0.943,2,0
c130f0e8,E-commerce,45,393.74,Month-to-Month,20,17,37840,5,0.252,17,1
430beacf,Technology,102,1121.56,2 Year,32,42,20153,5,0.17,8,0
f9438ace,Finance,15,50.0,1 Year,16,6,34551,3,0.74,1,0
46829e94,Healthcare,22,680.74,1 Year,18,13,21214,1,0.539,36,0
098870a4,Healthcare,18,50.0,Month-to-Month,4,8,17332,4,0.686,7,0
56db85d2,E-commerce,23,660.71,Month-to-Month,60,13,27871,3,0.599,2,0
92f6d1ad,E-commerce,376,3754.54,Month-to-Month,64,215,20242,0,0.72,2,0
5b0eb6a4,Finance,162,1768.61,1 Year,28,61,91532,1,0.541,1,0
519886d0,E-commerce,10,50.0,Month-to-Month,1,4,43453,4,0.78,8,0
6b0e0c76,E-commerce,105,877.69,Month-to-Month,19,63,9689,2,0.786,9,0
bced044c,Technology,30,621.02,1 Year,24,8,13455,3,0.91,8,0
7055ccfa,E-commerce,19,124.25,2 Year,120,9,2752,3,0.853,18,0
5a13acc6,Manufacturing,5,50.0,Month-to-Month,120,2,17811,2,0.579,0,0
1e082bfc,E-commerce,234,2395.79,2 Year,47,87,55360,2,0.739,0,0
d64a51ef,E-commerce,7,262.84,Month-to-Month,2,2,10103,0,0.683,18,1
1b746738,Finance,50,1186.44,Month-to-Month,74,18,5223,1,0.684,1,0
6e68b00a,Finance,13,706.28,2 Year,23,6,19357,1,0.335,1,0
2a6a19b6,Healthcare,174,1707.68,Month-to-Month,39,95,47404,2,0.751,7,0
afa8284c,E-commerce,33,56.33,2 Year,13,15,32006,1,0.722,5,0
f8bb1d93,Finance,44,325.85,Month-to-Month,10,12,20187,4,0.964,10,0
ce26a5d3,Finance,46,198.13,2 Year,15,25,107258,2,0.833,2,0
f7cd3478,Technology,85,1103.08,Month-to-Month,4,44,31608,3,0.63,18,1
93c179d2,Finance,55,1070.83,1 Year,11,20,30352,3,0.58,2,0
f0eb4c4f,Finance,51,1129.92,2 Year,47,17,1608,1,0.399,5,0
6910f0b3,Finance,25,50.0,Month-to-Month,1,7,50991,2,0.964,0,0
cd089c0b,Technology,5,50.0,Month-to-Month,4,2,30748,2,0.387,33,1
2737e4da,Healthcare,10,50.0,Month-to-Month,4,2,7837,0,0.226,3,1
66a49da0,E-commerce,160,633.98,2 Year,13,81,13968,2,0.78,7,0
d2a5fe79,E-commerce,34,50.0,Month-to-Month,120,12,11305,1,0.617,6,0
786310fa,E-commerce,20,182.72,1 Year,5,8,6511,2,0.653,5,0
247d7b15,E-commerce,6,249.64,1 Year,4,1,28594,4,0.637,1,0
3c40f15f,Technology,5,295.59,2 Year,60,1,22571,1,0.388,9,0
d06790d8,Healthcare,19,50.0,Month-to-Month,52,6,22323,1,0.674,8,0
9b92c3ca,Finance,206,1814.44,2 Year,1,63,14486,1,0.535,5,0
89ea9a26,Finance,23,95.25,Month-to-Month,34,10,28672,3,0.507,7,0
8fe0de1f,Healthcare,99,799.44,1 Year,26,42,39650,2,0.885,10,0
519e27d9,Finance,22,564.01,Month-to-Month,36,13,47273,2,0.758,19,0
e0d417ed,Finance,142,765.91,Month-to-Month,17,64,12411,3,0.14,2,1
3535475b,E-commerce,32,50.0,2 Year,115,10,65068,1,0.643,14,0
b173199a,E-commerce,8,50.0,Month-to-Month,2,4,1370,4,0.813,16,1
5369f2dc,Finance,36,50.0,Month-to-Month,7,12,69402,1,0.351,13,0
235f66e3,Technology,854,7589.76,1 Year,13,297,16631,0,0.427,17,0
17423d01,Finance,800,7253.26,1 Year,15,320,23101,2,0.8,8,0
94d18799,Finance,113,1008.64,Month-to-Month,62,63,43459,3,0.509,0,0
197a818b,E-commerce,44,755.27,1 Year,20,22,47138,2,0.204,11,0
16a7dc78,Healthcare,86,1185.68,1 Year,2,43,27335,3,0.84,19,0
22adcc88,Healthcare,87,1663.96,2 Year,13,51,138949,2,0.565,3,0
e3c4cea0,E-commerce,51,560.83,1 Year,13,25,97711,3,0.675,13,0
ea086e22,Manufacturing,105,1168.1,Month-to-Month,81,29,12746,1,0.59,1,0
48900c23,Technology,74,614.8,Month-to-Month,22,33,44447,2,0.824,10,0
ab3be1d9,Healthcare,33,229.09,Month-to-Month,25,18,63824,2,0.38,0,0
c4cbb77a,Technology,9,1130.27,Month-to-Month,30,2,12227,3,0.733,7,0
9a0ac922,Technology,27,400.68,Month-to-Month,36,10,931,0,0.864,20,0
4a34a778,E-commerce,181,1984.14,2 Year,25,53,185667,0,0.33,4,0
72489657,Technology,52,50.0,2 Year,7,21,158920,2,0.452,2,0
b327445f,E-commerce,85,1055.21,Month-to-Month,50,43,19308,2,0.929,11,0
32eab5fc,Finance,35,679.17,Month-to-Month,32,18,13663,0,0.816,18,0
254c39f6,E-commerce,11,665.16,Month-to-Month,33,4,8398,3,0.436,3,0
e15a6fd1,E-commerce,38,695.04,Month-to-Month,120,17,58100,1,0.357,8,0
6a5898b4,E-commerce,11,50.0,2 Year,39,2,70384,3,0.657,10,0
b6250cf7,E-commerce,10,50.0,1 Year,43,2,27271,6,0.666,4,0
8a47d277,Manufacturing,333,3293.96,2 Year,73,170,13907,1,0.588,0,0
084b9621,Manufacturing,29,343.59,1 Year,4,2,29775,0,1.0,17,0
52a9b0ba,Technology,17,803.83,1 Year,17,5,36320,2,0.729,18,0
70614391,Technology,618,6716.32,1 Year,21,289,39197,1,0.432,1,0
3ce925ee,Manufacturing,185,2226.46,Month-to-Month,10,78,29292,0,0.812,8,0
5b9a32b7,Healthcare,31,1324.6,Month-to-Month,44,3,187,1,0.612,13,0
31950ccf,Finance,103,50.0,2 Year,35,46,31911,0,0.465,0,0
95cf5e58,E-commerce,38,149.97,Month-to-Month,31,11,21329,0,0.78,18,0
f1ab233f,Technology,19,184.36,Month-to-Month,120,7,40659,2,0.895,4,0
c0b4bf30,E-commerce,111,773.89,1 Year,8,37,3595,1,0.643,8,0
f381e425,Technology,33,50.0,Month-to-Month,32,10,105676,4,0.405,4,0
334e489a,Healthcare,61,50.0,1 Year,20,13,104148,1,0.623,7,0
584d693b,Finance,252,2364.34,Month-to-Month,10,91,41518,0,0.409,10,0
cff672a1,Technology,214,2587.01,2 Year,5,112,66802,0,0.645,12,0
5ad28821,Finance,23,616.97,Month-to-Month,55,8,28804,3,0.751,5,0
b55c6766,Finance,113,753.94,Month-to-Month,22,40,44616,2,0.205,1,1
33f6c4a2,Finance,10,210.12,Month-to-Month,42,3,48074,2,0.743,4,0
f77565e3,Finance,107,1748.8,Month-to-Month,19,29,21839,1,0.525,17,0
1cad8120,Technology,68,50.0,1 Year,6,20,162046,4,0.488,8,0
5ce19c63,Finance,96,880.58,2 Year,10,40,46141,0,0.335,5,0
6855be3c,E-commerce,34,483.25,1 Year,12,21,232989,3,0.385,11,0
1c226f7c,Healthcare,1244,12445.01,Month-to-Month,87,618,28314,4,0.953,17,0
556db612,Technology,14,565.32,Month-to-Month,1,6,1642,5,0.77,21,1
beb8ba59,Finance,234,1591.09,Month-to-Month,102,140,18008,2,0.859,12,0
51e8324c,E-commerce,11,50.0,1 Year,95,4,52603,1,0.429,0,0
d9534b6b,Technology,116,1501.02,Month-to-Month,120,58,120588,2,0.96,2,0
c884e550,Finance,129,438.89,1 Year,16,54,47746,4,0.587,33,0
f7a3e1be,Technology,59,995.88,Month-to-Month,80,26,31910,5,0.442,12,0
6973e671,E-commerce,25,474.91,Month-to-Month,13,6,4209,3,0.384,22,1
c09e8621,E-commerce,67,1040.96,2 Year,1,24,7818,4,0.39,7,0
742bfac4,Finance,81,575.36,2 Year,7,27,2747,4,0.451,1,0
f080c32e,Manufacturing,800,8254.92,Month-to-Month,70,270,62097,3,0.421,1,0
92cb77d8,Technology,14,50.0,Month-to-Month,1,4,88919,1,0.781,31,1
2fa1f903,Finance,23,50.0,1 Year,19,12,8982,2,1.0,4,0
57aa0c1c,Finance,83,848.17,1 Year,2,30,19669,1,0.551,4,0
e5bbffcc,Technology,37,50.0,2 Year,9,14,32610,0,0.554,36,0
3d212c1c,E-commerce,46,569.05,Month-to-Month,3,28,7703,0,0.228,6,0
aeebc68d,Technology,271,2137.9,Month-to-Month,48,129,26909,2,0.415,0,0
b678a05e,E-commerce,5,184.33,Month-to-Month,22,2,170308,0,0.276,7,0
b1f3a317,Technology,22,1090.93,1 Year,56,11,63496,3,0.763,13,0
29adc211,Finance,5,50.0,1 Year,28,1,9131,1,0.987,7,0
74e1bfc8,Finance,9,78.72,1 Year,85,3,5202,1,0.384,10,0
c1cbc116,E-commerce,2012,19311.02,2 Year,18,732,29452,0,0.559,7,0
e8c77649,Manufacturing,133,913.52,Month-to-Month,25,56,220939,0,0.55,2,0
e9470d03,Finance,227,2620.97,1 Year,21,101,78820,3,0.737,0,0
ff0407b5,E-commerce,48,264.69,2 Year,16,14,17344,2,0.621,0,0
61f8bc72,E-commerce,170,2071.21,2 Year,45,74,1331,1,1.0,11,0
e54d2e67,E-commerce,5,227.94,Month-to-Month,25,2,26490,3,0.45,4,0
931d5bd0,Technology,259,2557.74,1 Year,39,91,8749,3,0.78,7,0
86bf463a,Technology,15,50.0,1 Year,38,5,9939,1,0.481,1,0
fe0fb33d,Healthcare,24,582.74,1 Year,6,6,8854,0,0.28,8,0
2b0ee56f,Manufacturing,116,1312.07,Month-to-Month,26,28,63578,0,0.885,2,0
25980d63,Technology,87,105.98,1 Year,6,24,1824,5,0.975,16,0
75d781d9,Technology,61,127.74,1 Year,22,28,41589,4,0.682,9,0
21f6a500,E-commerce,7,50.0,Month-to-Month,28,3,69821,1,0.474,0,0
7e3a4263,Technology,63,50.0,Month-to-Month,120,37,8504,0,0.372,2,0
d6df3c7b,Healthcare,230,2143.31,Month-to-Month,1,92,111714,1,0.712,2,0
015b35ec,Finance,24,50.0,1 Year,3,9,4067,2,0.175,16,1
022a2e5c,Technology,392,3504.17,1 Year,2,170,57396,2,0.774,6,0
f9efd9d7,Finance,14,835.29,Month-to-Month,13,4,9434,3,0.516,10,0
635eb1cc,Healthcare,55,1064.41,1 Year,42,26,82003,1,0.512,6,0
e07d80fa,Technology,546,5112.67,Month-to-Month,45,239,42361,3,0.385,5,0
d4cdad54,Technology,19,586.77,Month-to-Month,33,5,44483,6,0.313,17,1
5238fa53,Finance,265,3257.44,Month-to-Month,55,115,21234,2,0.588,17,1
d2d0713b,Technology,1055,10859.27,Month-to-Month,10,502,16652,4,0.639,18,0
7ae9482b,E-commerce,70,849.46,1 Year,3,18,31117,1,0.582,31,0
e1c3cd30,E-commerce,24,789.16,2 Year,2,12,70881,1,0.819,4,0
a2dd9354,Technology,17,554.76,Month-to-Month,46,6,9209,4,0.612,12,0
88b209de,E-commerce,386,3253.45,2 Year,32,35,84714,1,0.743,4,0
6166cb7a,Finance,370,3605.53,1 Year,29,183,32680,0,0.306,22,0
05d72ff3,Finance,480,4523.97,Month-to-Month,10,256,30093,0,0.512,7,0
d08c2810,E-commerce,51,1086.24,Month-to-Month,12,14,836,1,0.897,4,0
365bd74f,E-commerce,258,2289.79,1 Year,77,60,6630,0,0.794,0,0
12342f3b,Technology,50,123.91,1 Year,2,26,28279,1,0.667,11,0
6ecc0f77,Technology,14,653.34,Month-to-Month,36,4,198957,1,0.524,6,0
698afed6,E-commerce,294,3069.84,Month-to-Month,9,157,14394,3,0.413,1,0
41baa02f,Technology,633,7385.89,2 Year,1,139,515,2,0.494,4,0
f6aa0ddd,Finance,11,50.0,Month-to-Month,33,5,28621,3,0.727,7,0
4132bf08,Healthcare,11,50.0,2 Year,10,5,804,2,0.203,4,0
926df34f,Technology,57,1130.98,Month-to-Month,31,25,20490,2,0.959,14,0
8f505504,Healthcare,229,1650.45,Month-to-Month,30,45,21852,0,0.848,13,0
180b8485,Finance,9,749.85,Month-to-Month,19,3,117,3,0.843,1,0
191d8715,E-commerce,76,156.27,Month-to-Month,37,38,75608,2,0.723,7,0
726e3d11,E-commerce,22,525.11,Month-to-Month,21,5,122007,2,0.622,6,0
867d18e5,Technology,156,638.47,Month-to-Month,9,54,334650,3,0.676,13,0
b673ad5b,Finance,16,182.56,1 Year,32,7,35543,1,0.527,6,0
f2510b70,Healthcare,173,1045.23,Month-to-Month,22,49,18308,5,1.0,3,0
010683bd,Finance,43,1393.14,1 Year,1,22,63199,3,0.572,6,0
e13b036d,E-commerce,13,50.0,2 Year,56,6,66678,2,0.505,6,0
2953d63b,Finance,60,185.57,2 Year,19,25,23836,2,0.547,2,0
feb90851,E-commerce,5,317.71,Month-to-Month,49,2,41687,1,0.455,4,0
762111b2,Technology,23,50.0,1 Year,52,7,86234,1,0.762,5,0
08e843e1,Manufacturing,90,1249.98,1 Year,15,41,10485,2,0.496,0,0
77d76f45,Finance,5,50.0,Month-to-Month,18,1,1034,1,0.575,9,0
6d21a124,E-commerce,5,50.0,Month-to-Month,13,1,38793,1,0.867,2,0
dba9d2ba,E-commerce,5,50.0,Month-to-Month,15,1,54590,2,0.814,4,0
6d2e7edc,Manufacturing,399,3381.53,1 Year,55,216,42780,2,0.395,1,0
617c4037,Manufacturing,48,678.18,2 Year,38,24,45347,1,0.836,13,0
9d4dd57a,Finance,24,678.65,2 Year,4,7,24968,4,0.317,8,0
f34d8620,Technology,225,2526.5,1 Year,23,120,52705,0,0.3,2,0
c92c022d,Finance,29,611.64,Month-to-Month,120,9,2187,2,0.535,2,0
bb01bdc1,Healthcare,81,50.0,2 Year,22,47,8195,5,0.659,2,0
c2ad4220,Healthcare,56,329.18,1 Year,37,31,29422,1,0.555,31,0
1944fb9e,E-commerce,26,146.47,Month-to-Month,36,16,143224,0,0.688,6,0
55b7b072,E-commerce,84,1567.23,2 Year,11,36,51710,2,0.525,26,0
6276e421,Healthcare,174,1449.35,Month-to-Month,12,64,21946,0,0.188,47,0
fb9e43ec,E-commerce,41,50.0,Month-to-Month,31,15,30620,3,0.562,7,0
a7007103,Finance,27,50.0,1 Year,17,11,93421,1,0.296,0,0
e65a21c9,E-commerce,32,50.0,2 Year,21,9,39095,0,0.601,16,0
951c2dbb,Finance,5,50.0,Month-to-Month,30,1,2452,2,0.349,9,0
36823e7e,Finance,83,1314.35,1 Year,37,29,26966,2,0.703,0,0
c3345fcd,E-commerce,8,50.0,Month-to-Month,8,3,24553,1,0.871,6,0
5025d957,Finance,140,1623.01,1 Year,4,63,115074,0,0.254,10,0
a200b11a,E-commerce,47,50.0,Month-to-Month,9,20,18221,1,0.192,5,0
c11ebb5a,Finance,63,1383.49,2 Year,18,26,3344,2,0.54,8,0
5246bae2,E-commerce,156,1421.92,2 Year,11,80,21911,2,0.826,27,0
18711792,Finance,13,50.0,Month-to-Month,21,4,2244,0,0.631,1,1
3d5e8ada,E-commerce,94,1204.13,2 Year,2,31,89276,2,0.515,6,0
73c6165a,Technology,81,306.35,2 Year,18,49,44605,2,0.385,0,0
ed8b0678,Healthcare,41,697.77,Month-to-Month,12,3,31685,1,0.745,5,0
eedad05d,E-commerce,13,50.0,2 Year,19,6,22302,3,0.907,2,0
58c42fcf,Healthcare,133,1032.7,2 Year,14,60,27034,3,0.226,2,0
a5dc92cb,E-commerce,156,1516.22,Month-to-Month,9,62,77520,2,0.659,2,0
297abd13,Finance,64,95.16,Month-to-Month,57,31,9923,3,1.0,14,0
2d01ccde,E-commerce,10,50.0,Month-to-Month,5,4,3705,1,0.479,7,0
19650a63,E-commerce,24,409.74,Month-to-Month,28,6,41245,2,0.562,4,0
077423c7,Manufacturing,49,50.0,Month-to-Month,63,14,97916,2,0.593,0,0
0ee80da3,E-commerce,153,2075.65,Month-to-Month,19,53,41303,2,0.518,18,1
4637a57c,E-commerce,5,457.99,2 Year,51,1,79519,2,0.819,0,0
fc3c7e16,E-commerce,23,50.0,1 Year,4,9,111633,1,0.96,16,0
dcfe6fee,Manufacturing,29,50.0,2 Year,17,13,4000,5,0.259,12,0
ec27f0da,Technology,48,900.95,2 Year,15,24,44480,1,0.413,1,0
f59c9487,Finance,7,452.26,Month-to-Month,1,2,89415,3,0.849,9,0
cb8cf037,Technology,39,701.52,1 Year,15,12,51576,0,0.72,0,0
e59e6212,E-commerce,34,50.0,Month-to-Month,12,14,44767,5,0.687,2,0
8fd7b4c3,Technology,11,1024.32,1 Year,27,4,77576,2,0.739,2,0
413f1184,Technology,45,72.5,Month-to-Month,67,21,61424,2,0.619,39,1
52547d80,Finance,24,359.74,Month-to-Month,3,9,34819,3,0.696,8,0
8f9adad9,Technology,114,1265.89,Month-to-Month,10,55,2251,2,0.535,0,0
7e584822,Finance,14,936.47,1 Year,15,5,47510,1,0.554,1,0
5fe83291,Finance,62,682.58,2 Year,15,32,11987,2,0.581,2,0
4ec250a5,Finance,16,367.92,Month-to-Month,36,6,14657,1,0.519,17,0
00d6333a,Technology,22,181.44,1 Year,15,7,56900,3,0.694,11,0
82c2b48e,Finance,85,251.7,1 Year,1,31,30174,2,0.66,6,0
3bc61180,Healthcare,77,50.0,Month-to-Month,30,36,63076,1,0.227,16,1
f84f7201,Technology,29,306.29,2 Year,52,7,24924,4,0.559,6,0
d3ec0e0c,Finance,36,50.0,Month-to-Month,18,13,102023,1,0.604,16,0
b50a7538,Healthcare,6,235.09,Month-to-Month,21,3,27849,1,0.906,2,0
33389fca,Finance,447,4544.38,Month-to-Month,5,201,34043,3,0.543,26,1
6f2fdc7c,Finance,153,1592.22,1 Year,6,43,6749,1,0.619,31,0
5f8827fb,E-commerce,145,923.54,Month-to-Month,7,62,35015,1,0.585,10,0
5cefd095,Healthcare,5,568.27,Month-to-Month,14,1,13708,2,0.864,10,0
61246f78,Manufacturing,22,457.39,2 Year,64,9,71980,0,0.361,8,0
5f70e033,Technology,33,50.0,Month-to-Month,18,17,62595,2,0.443,5,0
9e207f10,Finance,5,1084.27,Month-to-Month,6,2,798,3,0.43,1,0
39aa914a,Finance,207,1964.6,2 Year,8,59,34042,3,0.603,2,0
c1d80036,E-commerce,483,4162.86,1 Year,12,183,2322,1,0.301,10,0
42595b5f,E-commerce,1203,11650.82,Month-to-Month,24,504,42114,4,0.893,6,0
6d487033,Healthcare,11,50.0,Month-to-Month,14,5,115955,2,0.683,2,0
ac293608,Finance,65,1329.71,1 Year,12,33,100933,2,0.717,0,0
ce274348,Technology,397,4510.22,1 Year,20,115,13973,1,1.0,31,0
dbec7fee,Finance,37,739.74,2 Year,7,13,7547,4,0.531,11,0
fba3cd59,Finance,23,505.57,1 Year,2,10,78286,1,0.771,2,0
5747d2c7,Technology,5,674.17,1 Year,1,1,39503,1,0.716,13,0
5938462c,E-commerce,298,2859.0,Month-to-Month,7,134,27567,3,0.908,1,0
5eb1908a,Finance,53,741.33,Month-to-Month,3,14,83167,3,0.738,8,0
d82c66dd,E-commerce,18,50.0,1 Year,10,7,14551,0,0.498,8,0
d076dd06,Healthcare,83,753.28,Month-to-Month,36,41,12719,0,0.685,1,0
bff6f918,Technology,68,905.04,2 Year,31,27,47328,2,0.471,10,0
ec91867e,E-commerce,70,50.0,1 Year,23,29,15912,1,0.507,8,0
6897eee6,Technology,39,80.14,Month-to-Month,46,18,27825,2,0.597,16,0
9a0b1b51,Manufacturing,622,6302.49,1 Year,8,221,30331,2,0.563,23,0
edc7fc29,Manufacturing,44,401.24,1 Year,52,20,11472,3,0.421,12,0
bc108c7c,Manufacturing,619,5963.8,1 Year,13,245,3183,1,0.146,3,0
1cdca51d,E-commerce,127,1564.58,1 Year,13,39,72766,5,0.659,3,0
3a404e7a,Finance,92,566.14,1 Year,13,45,76528,2,0.674,3,0
43788118,E-commerce,46,50.0,2 Year,3,24,45611,2,0.673,19,0
4d84fe29,E-commerce,235,2941.88,2 Year,90,121,8044,3,0.981,6,0
bc82ac47,Technology,64,1161.32,Month-to-Month,4,31,32333,1,0.293,31,1
242b8769,Finance,13,50.0,2 Year,11,5,9794,1,0.911,10,0
d3af26d7,Manufacturing,12,85.65,2 Year,10,5,106546,1,1.0,9,0
14d22f8a,Technology,102,1442.99,1 Year,2,39,59748,1,0.953,22,0
999b6213,Manufacturing,13,152.02,1 Year,4,4,1593,2,0.53,8,0
1c1c4db3,Technology,49,755.1,1 Year,2,9,83,3,0.691,17,0
cf5f80cf,Finance,266,2897.78,Month-to-Month,9,64,206016,1,0.446,6,0
4036e787,Healthcare,86,700.41,Month-to-Month,49,34,2033,1,0.465,9,0
45751fa9,Healthcare,18,437.96,2 Year,10,4,100443,7,0.945,3,0
dc51539b,Finance,452,4037.53,1 Year,4,199,155969,4,0.74,20,0
18ddb35a,E-commerce,124,1437.14,Month-to-Month,25,71,18415,2,0.752,3,0
ef31d79d,Technology,251,2472.95,Month-to-Month,120,19,38841,3,0.375,33,0
9e977ab6,Technology,5,50.0,Month-to-Month,7,1,52122,0,0.305,4,0
e336eed1,E-commerce,89,266.63,2 Year,8,55,36742,4,0.811,5,0
a438f9c4,Healthcare,193,1995.83,1 Year,86,93,12008,2,0.684,6,0
dd2c5830,Finance,699,7009.27,1 Year,5,271,43522,2,0.54,4,0
749dd53c,Healthcare,6,50.0,Month-to-Month,18,2,14965,0,0.947,8,0
22f6d5b1,Finance,333,2531.56,1 Year,7,152,9017,4,0.719,10,0
70e68262,E-commerce,643,5607.76,2 Year,65,320,35212,2,0.43,1,0
4ec6b912,Healthcare,5,50.0,1 Year,96,1,23260,2,0.212,17,0
8ac49c7c,Finance,111,1263.25,Month-to-Month,41,60,1389,1,0.72,10,0
7e018646,Finance,137,2294.99,2 Year,10,60,149465,6,0.506,13,0
3dfcf346,E-commerce,33,307.42,Month-to-Month,13,16,2018,2,0.572,28,1
75d4f119,E-commerce,26,50.0,Month-to-Month,7,13,116629,2,0.556,16,0
a945f600,E-commerce,148,1376.54,Month-to-Month,54,63,10519,3,0.886,9,0
a0c249f6,E-commerce,21,835.68,Month-to-Month,60,9,7649,1,0.769,3,0
eb2662a7,Manufacturing,39,50.0,Month-to-Month,14,17,3583,2,0.581,9,0
748a6762,Finance,184,2399.3,1 Year,26,67,27730,4,0.575,0,0
66d8831d,E-commerce,758,7667.86,Month-to-Month,5,352,44198,3,0.658,9,0
f8c2cb3c,Technology,122,1543.44,2 Year,14,45,117032,0,0.864,5,0
22d512f7,E-commerce,66,1589.43,Month-to-Month,24,26,76565,1,0.617,11,0
03bf7ae0,Manufacturing,25,50.0,2 Year,12,13,8695,1,0.485,3,0
af707ff0,Finance,11,558.25,Month-to-Month,11,4,9179,2,0.359,9,0
d728fb6c,E-commerce,288,2832.65,1 Year,1,127,409,2,0.583,15,0
21285188,Healthcare,43,50.0,Month-to-Month,40,16,58209,1,0.36,1,0
bbdcb822,E-commerce,306,3009.68,1 Year,53,111,881,1,0.668,11,0
6d12329f,Finance,33,1175.49,2 Year,84,19,7456,2,0.691,35,0
cc171d48,Finance,20,867.47,1 Year,31,5,50331,5,0.838,20,0
415e4772,E-commerce,102,50.0,Month-to-Month,20,41,8141,2,0.558,1,0
d3367173,E-commerce,48,95.08,Month-to-Month,8,13,8315,1,0.806,5,0
748d9ec3,Healthcare,8,551.45,Month-to-Month,120,4,13328,1,0.922,2,0
5c656fff,E-commerce,833,8319.13,Month-to-Month,22,328,24327,3,0.615,0,0
a10cbd07,E-commerce,21,200.99,2 Year,28,7,394,1,1.0,15,0
d024e2c2,Finance,219,1405.84,Month-to-Month,28,47,68533,3,0.887,17,0
8f42a5e6,E-commerce,193,1557.26,Month-to-Month,45,107,74322,0,0.504,10,0
c91878ed,Technology,8,50.0,Month-to-Month,1,2,22844,2,1.0,0,0
90f4da97,E-commerce,12,50.0,Month-to-Month,6,5,80005,5,0.586,0,0
edbe0274,Finance,34,50.0,2 Year,27,16,16757,2,0.88,8,0
fa3cdf6e,Finance,14,50.0,Month-to-Month,55,8,212351,0,0.726,23,1
